type	other
price	5000
img	other_mattock
event	true
detail	Pickaxe left in a hut on the riverbank in the snowfield, used for mining.

name	赤いネックレス
displayName	Red Necklace
type	other
img	necklace_red
event	true
detail	Necklace with a red gemstone stolen from an old woman by bandits.

name	金のヘッドバンド
displayName	Gold Headband
type	other
img	other_headband
event	true
detail	Gold headband worn by the Kobold leader.

name	くい
displayName	Stake
rank	30
type	club
img	other_pile
event	true
detail	A stake made of wood, often used to kill vampires.

name	リーゼルの髪飾り
displayName	Riselle's Hair Ornament
type	other
price	200000
img	other_comb
event	true
detail	Riselle's hair ornament, a memento of her mother.<r><c>※Story mode only

name	ピンクの髪留め
displayName	Pink Hair Clip
type	other
price	3000
img	other_hairband
event	true
detail	A cute pink hair clip to hold long hair in place.<r><c>※Story mode only

name	教団のバッジ
displayName	Cult Badge
rank	8
type	amulet
price	1000
img	amulet_star
detail	Badge of membership worn by all members of the cult.

name	貝のお守り（ジャンの所持品）
displayName	Shell Amulet (Jean's)
type	other
img	amulet_shell
event	true
detail	A shell amulet formerly belonging to Jean, Ortena's husband. Its mystic powers have faded away.

name	精霊の石
displayName	Spirit Stone
type	other
img	other_element
event	true
detail	A stone imbued with the power of spirits. It seems to have mysterious powers.

name	命の聖杯
displayName	Holy Grail of Life
type	other
img	other_cup
range	1
toGuest	true
event	true
detail	A shining cup that has been passed down since ancient times by the desert people, said to have the power to perform miracles and cure all illnesses.

name	記念カップ
displayName	Commemorative Trophy
rank	92
price	9999900
type	other
img	other_trophy
strong	100
attrib	ワープ
detail	A trophy rewarded for exploring all maps. Grants unlimited warping.

name	銀のユニコーン
displayName	Silver Unicorn
type	other
price	4700000
img	other_unicorn
event	true
detail	A silver unicorn statue, famous as a work of art

name	黄金の人魚像
displayName	Gold Mermaid Statue
type	other
price	230000
img	other_mermaid
event	true
detail	A golden mermaid statue famous as a work of art.

name	黄金の短剣
displayName	Gold Dagger
price	1250000
type	other
img	other_knife
event	true
detail	Gold dagger entombed with the king. Not usable as a weapon.

name	千里の鏡
displayName	Mirror of 1000 Miles
type	other
price	500000
img	other_mirror
event	true
detail	Mysterious mirror that allows you to see distant places.

name	氷竜の心臓
displayName	Ice Dragon Heart
type	other
img	other_ice
event	true
detail	The heart taken from an ice dragon. Said to have the power to freeze all things.

name	砂の水晶
displayName	Sand Crystal
type	other
img	other_crystal
event	true
detail	A crystal ball that has been passed down by the desert people, and serves as proof of their heritage.

name	金のフェアリー
displayName	Gold Fairy
rank	30
type	other
price	29800
img	other_fairy
event	true
detail	Small golden fairy statue. Fragile wings.

name	黄金のリンゴ
displayName	Gold Apple
type	food
img	other_goldapple
event	true
detail	The highest grade of apple, it shines like gold and is very rare due to being harvested in limited quantities.

name	ロイヤルゼリー
displayName	Royal Jelly
type	drink
img	other_liquid_gold
event	true
detail	Special honey from the queen bee. Very nutritious.

name	ワームの毒液
displayName	Worm Venom
type	drink
img	other_liquid_purple
event	true
detail	Poisonous liquid taken from the corpse of the Lord of the Desert. Poison to humans, but a very tasty drink to demons.

name	古代語の辞書
displayName	Ancient Dictionary
type	book
img	book_beige
event	true
detail	A dictionary that allows you to translate ancient languages.

name	モンスター図鑑
displayName	Monster Encyclopedia
type	book
img	book_black
event	true
detail	A guidebook of all monsters that appear in the game. Once you defeat a monster, you can view it here.

name	悪魔の彫像
displayName	Devil Statue
type	other
img	other_demon
event	true
detail	A statue of a devil.

name	スライムの彫像
displayName	Slime Statue
type	other
img	other_slime
event	true
detail	A statue of a slime.

name	ネズミの彫像
displayName	Mouse Statue
type	other
img	other_rat
event	true
detail	A statue of a mouse.

name	トカゲの彫像
displayName	Lizard Statue
type	other
img	other_lizard
event	true
detail	A statue of a lizard.

name	蛇の彫像
displayName	Snake Statue
type	other
img	other_snake
event	true
detail	A statue of a snake.

name	小さなボタン
displayName	Small Button
type	other
img	other_button_16
event	true
detail	Small square button with "16" written on it.

name	エレメントプレート・土
displayName	Earth Plate
rank	1
type	other
img	other_button_earth
event	true
detail	A small stone tablet with a mark representing earth.<r>If all are placed on the correct pedestals, you will be able to use the Warp spell.

name	エレメントプレート・水
displayName	Water Plate
rank	1
type	other
img	other_button_water
event	true
detail	A small stone tablet with a mark representing water.<r>If all are placed on the correct pedestals, you will be able to use the Warp spell.

name	エレメントプレート・火
displayName	Fire Plate
rank	1
type	other
img	other_button_fire
event	true
detail	A small stone tablet with a mark representing fire.<r>If all are placed on the correct pedestals, you will be able to use the Warp spell.

name	エレメントプレート・風
displayName	Wind Plate
rank	1
type	other
img	other_button_wind
event	true
detail	A small stone tablet with a mark representing wind.<r>If all are placed on the correct pedestals, you will be able to use the Warp spell.

name	入館証
displayName	Item Gallery Pass
rank	1
type	card
img	card_pass
event	true
detail	If you have this, you can enter Sapphire City's Item Gallery.

name	温泉チケット
displayName	Hot Spring Ticket
rank	11
price	2800
type	card
img	card_spa
detail	Grants entrance to Yanek Hot Springs

name	５連泊券
displayName	5 Night Coupon
rank	27
price	15400
type	card
img	card_fivedays
detail	If someone has this in their possession, they can level up a maximum of 5 times in one inn stay.

name	１０連泊券
displayName	10 Night Coupon
rank	21
price	28300
type	card
img	card_tendays
detail	If someone has this in their possession, they can level up a maximum of 10 times in one inn stay.

name	召喚の札
displayName	Summoner's Card
rank	28
price	6000
type	card
img	card_charm
detail	Summons one contracted monster. The one with the highest level will be selected.

name	信徒の称号・月
displayName	Believer's Title: Moon
rank	30
type	card
img	card_moon
event	true
detail	By collecting all the evidence of completing the cult's training, you can meet with the guru.

name	信徒の称号・星
displayName	Believer's Title: Star
rank	30
type	card
img	card_star
event	true
detail	By collecting all the evidence of completing the cult's training, you can meet with the guru.

name	信徒の称号・雲
displayName	Believer's Title: Sky
rank	30
type	card
img	card_cloud
event	true
detail	By collecting all the evidence of completing the cult's training, you can meet with the guru.

name	信徒の称号・海
displayName	Believer's Title: Ocean
rank	30
type	card
img	card_sea
event	true
detail	By collecting all the evidence of completing the cult's training, you can meet with the guru.

name	信徒の称号・太陽
displayName	Believer's Title: Sun
rank	30
type	card
img	card_sun
event	true
detail	By collecting all the evidence of completing the cult's training, you can meet with the guru.

name	スターカード・剣
displayName	Star Card: Sword
rank	35
type	card
img	card_sword
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・盾
displayName	Star Card: Shield
rank	35
type	card
img	card_shield
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・杖
displayName	Star Card: Cane
rank	35
type	card
img	card_rod
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・十字架
displayName	Star Card: Cross
rank	35
type	card
img	card_cross
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・帽子
displayName	Star Card: Hat
rank	35
type	card
img	card_hat
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・蝶
displayName	Star Card: Butterfly
rank	35
type	card
img	card_butterfly
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・魔法陣
displayName	Star Card: Magic Circle
rank	35
type	card
img	card_hexagram
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・杯
displayName	Star Card: Cup
rank	35
type	card
img	card_glass
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・林檎
displayName	Star Card: Apple
rank	35
type	card
img	card_apple
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	スターカード・髑髏
displayName	Star Card: Skull
rank	35
type	card
img	card_skull
event	true
detail	If you collect all 10 star-patterned cards, Baywalos will sell you Starburst magic.

name	銀の鍵
displayName	Silver Key
rank	20
type	key
img	key_silver
event	true
detail	Key made of silver. Open a door with a silver keyhole.

name	金の鍵
displayName	Gold Key
rank	1
price	500000
type	key
img	key_gold
event	true
detail	Key made of gold. Opens a door with gold keyhole.

name	牢屋の鍵
displayName	Cell Keys
rank	1
type	key
img	key_prison
event	true
detail	A bunch of keys to cell doors.

name	看守の鍵
displayName	Jailer's Key
rank	25
type	key
img	key_horn
event	true
detail	A prison guard's key that opens any door in the prison.

name	鉱山の鍵
displayName	Mine Key
rank	31
type	key
img	key_ring
event	true
detail	Mine manager's key.

name	王の鍵
displayName	King's Key
rank	23
type	key
img	key_crown
event	true
detail	Key that protects a king's tomb.

name	吸血鬼の鍵
displayName	Vampire Key
rank	42
type	key
img	key_jewel
event	true
detail	Key found in a vampire's castle.

name	地下の町の鍵
displayName	Underground City Key
rank	20
type	key
img	key_hexagon
event	true
detail	Key to the gate of an underground town.

name	ワイルド・ブルの鍵
displayName	Wild Bull Key
rank	30
type	key
img	key_skull
event	true
detail	Key used by the members of Wild Bull.

name	教団の鍵
displayName	Faith Key
rank	40
type	key
img	key_star
event	true
detail	The key given to a member of the cult.

name	水門の鍵
displayName	Sluice Gate Key
rank	40
type	key
img	key_shell
event	true
detail	Key that was enshrined deep in the Water Dragon Temple.

name	倉庫の鍵
displayName	Warehouse Key
rank	40
type	key
img	key_triangle
event	true
detail	Key to open a warehouse.

name	ハートの鍵
displayName	Heart Key
rank	40
type	key
img	key_heart
event	true
detail	A cute heart-shaped key.

name	貞操帯の鍵
displayName	Chastity Belt Key
rank	40
type	key
img	key_lozenge
event	true
detail	A key to remove someone's chastity belt

name	クリスタルの鍵
displayName	Crystal Key
rank	1
type	key
img	key_crystal
event	true
detail	Crystal key.

name	こじあけの鍵
displayName	Skeleton Key
rank	15
price	7400
type	key
img	key_tool
detail	Key to open a door that needs to be pried open. Usable even without thief skills. Consumed on use.

name	宝箱の鍵
displayName	Chest Key
rank	29
price	7200
type	key
img	key_oval
detail	Key to open a locked black treasure chest. Consumed on use.

name	魔法の錠前
displayName	Magic Lock
rank	15
price	9000
type	key
img	key_lock
detail	A lock with magical power that can be used to lock a room. Used by innkeepers. Consumed on use.<r><c>※Story mode only

name	ギルドへの紹介状
displayName	Guild Introduction Letter
type	letter
img	letter_white
anime	*view_letter
event	true
detail	A letter of introduction given by Schwarz. On presentation to the guild, you can form your own party.<r><c>※Story mode only

name	入城許可証
displayName	Entry Permit
type	letter
img	letter_white
anime	*view_letter
event	true
detail	With this permit, you can freely enter Sapphire Castle.

name	精霊の台座のメモ
displayName	Spirit Pedestal Notes
type	letter
img	letter_white
anime	*view_letter
event	true
detail	Note written to convey some information about the spirit pedestal.

name	ジャンの手紙
displayName	Jean's Letter
type	letter
img	letter_white
anime	*view_letter
event	true
detail	A letter from Jean, a man who disappeared in the Water Palace, to his wife Ortena.

name	カルロスの手紙
displayName	Carlos' Letter
type	letter
img	letter_white
anime	*view_letter
event	true
detail	Letter from Carlos, a man living in Bravetown, to his brother Muñoz.

name	ムニョスの手紙
displayName	Muñoz's Letter
type	letter
img	letter_white
anime	*view_letter
event	true
detail	A letter from Muñoz, a man who lives in the town of Dustwell, to his brother Carlos.

name	朽ち果てた手記
displayName	Decaying Memoirs
price	2
type	letter
img	letter_white
anime	*view_letter
detail	An adventurer's note found near a corpse deep in the Forest of the Lost.

name	とある冒険者のメモ
displayName	Adventurer's Note
price	2
type	letter
img	letter_white
anime	*view_letter
detail	A note by someone in the lower level of the Labyrinth of Trials, describing how to move the stones in one of the locations in the Labyrinth of Trials.

name	魔導士ラニガンの手紙
displayName	Mage Lanigan's Letter
price	10
type	letter
img	letter_white
anime	*view_letter
detail	Letter written by Lanigan, a great mage, congratulating the conquerors of the Labyrinth of Trials.

name	初級の書
displayName	Beginner Job Manual
price	100
type	letter
img	letter_white
anime	*view_letter
detail	It describes the requirements for an entry-level job.

name	中級の書
displayName	Intermediate Job Manual
rank	3
price	500
type	letter
img	letter_white
anime	*view_letter
detail	It describes the requirements for an intermediate level job.

name	召喚士の書
displayName	Summoner Manual
rank	3
price	350
type	letter
img	letter_white
anime	*view_letter
cmdParam	召喚士
detail	It describes the requirements to become a Summoner.

name	吟遊詩人の書
displayName	Bard Manual
rank	3
price	350
type	letter
img	letter_white
anime	*view_letter
cmdParam	吟遊詩人
detail	It describes the requirements to become a Bard.

name	ドルイドの書
displayName	Druid Manual
rank	5
price	450
type	letter
img	letter_white
anime	*view_letter
cmdParam	ドルイド
detail	It describes the requirements to become a Druid.

name	バルキリーの書
displayName	Valkyrie Manual
rank	5
price	450
type	letter
img	letter_white
anime	*view_letter
cmdParam	バルキリー
detail	It describes the requirements to become a Valkyrie.

name	ソーサラーの書
displayName	Sorcerer Manual
rank	3
price	600
type	letter
img	letter_white
anime	*view_letter
cmdParam	ソーサラー
detail	It describes the requirements to become a Sorcerer.

name	モンクの書
displayName	Monk Manual
rank	5
price	1050
type	letter
img	letter_white
anime	*view_letter
cmdParam	モンク
detail	It describes the requirements to become a Monk.

name	曲刀兵の書
displayName	Spellblade Manual
rank	8
price	780
type	letter
img	letter_white
anime	*view_letter
cmdParam	曲刀兵
detail	It describes the requirements to become a Spellblade.

name	ロードの書
displayName	Lord Manual
rank	12
price	3400
type	letter
img	letter_white
anime	*view_letter
cmdParam	ロード
detail	It describes the requirements to become a Lord.

name	アサシンの書
displayName	Assassin Manual
rank	14
price	5700
type	letter
img	letter_white
anime	*view_letter
cmdParam	アサシン
detail	It describes the requirements to become an Assassin.

name	魔法の砂
displayName	Sand Material
rank	5
price	400
type	material
img	material_sand
detail	Magic sand used to repair items. Only low rank items can be repaired.

name	ミスリルの砂
displayName	Mithril Material
rank	10
price	2400
type	material
img	material_mithril
detail	Magic sand used to repair items. Medium rank or higher items can be repaired.

name	オリハルコンの砂
displayName	Orichalcum Material
rank	21
price	29500
type	material
img	material_orihalcon
detail	Magic sand used to repair items. High rank items can be repaired.

name	アダマンタイト鉱石
displayName	Adamantite Ore
rank	18
price	17000
type	material
img	material_adamantite
detail	Precious and very strong ore from caves, etc.

name	ポラリスの宝珠
displayName	Polaris Jewel
price	20000
type	material
img	material_orb_red
detail	If you get 10 of these orbs, you can request a blessing from the god Polaris with a spell.

name	アウラの宝珠
displayName	Aura Jewel
price	20000
type	material
img	material_orb_blue
detail	If you get 10 of these orbs, you can request a blessing from the god Aura with a spell.

name	召喚びん
displayName	Summon Bottle
rank	8
price	1000
type	pot
img	pot_monster
detail	A magic bottle to contain a summoned monster. Required to form summoning contracts.

name	大きな召喚びん
displayName	Large Summon Bottle
price	100000
type	pot
img	pot_bigmonster
detail	A magic bottle to contain a LV9 summoned monster. Required for high level summoning contracts.

name	経験のコイン（小）
displayName	EXP Coin (S)
price	3000
type	consume
img	consume_exp_small
range	1
exp	3000
toGuest	true
detail	Grants 3,000 EXP.

name	経験のコイン（中）
displayName	EXP Coin (M)
price	15000
type	consume
img	consume_exp_middle
range	1
exp	15000
toGuest	true
detail	Grants 15,000 EXP.

name	経験のコイン（大）
displayName	EXP Coin (L)
price	99999
type	consume
img	consume_exp_large
range	1
exp	99999
toGuest	true
detail	Grants 999999 EXP.

name	ボム
displayName	Bomb
rank	1
price	900
type	consume
img	consume_bomb
anime	*set_bomb
detail	Can destroy cracked walls and floors one block ahead.

name	ハイパーボム
displayName	Hyper Bomb
rank	1
price	1700
type	consume
img	consume_hyper
anime	*set_bomb
detail	Can destroy red walls one block ahead. Very dangerous.<r><p>∗Each use is recorded and will reduce the score when clearing the game. Prevents obtaining some trophies.

name	けむり玉
displayName	Smoke Ball
rank	13
price	4300
type	consumes
img	consumes_smoke
range	0
detail	Creates smoke to blind the enemy and safely withdraw from battle (except special battles).

name	精霊の縫い糸
displayName	Spirit Sewing Thread
rank	11
price	1900
type	consumes
img	consumes_thread
range	1
toGuest	true
detail	Magical thread that can repair any clothes. Can be used to completely repair guests' equipment.

name	気付けの花
displayName	Remembrance Flower
rank	2
price	180
type	consumes
img	consumes_flower
range	1
toGuest	true
detail	Flower that can serve as a restorative. Treat sleep, fear, and confused states.

name	毒消しの花
displayName	Antitoxin Flower
rank	3
price	200
type	consumes
img	consumes_bloom
range	1
toGuest	true
detail	Flowers that can be used to cure poison.

name	復活の粉
displayName	Resurrection Powder
rank	33
price	120000
type	consumes
img	consumes_powder
range	1
toGuest	true
detail	Miraculous powder that resurrects the dead.

name	フェロモンの粉
displayName	Pheromone Powder
rank	37
price	265000
type	consumes
img	consumes_pheromone
range	1
toGuest	true
detail	Mysterious powder said to be effective in attracting the opposite sex.

name	行動力増加袋
displayName	Action Booster
rank	50
price	950000
type	consumes
img	consumes_sack
detail	Increases maximum inn actions by 1 (Story mode only).<r>When used during battle, it temporarily increases the number of ally attacks.

name	マッドウイングの羽
displayName	Madwing Feather
price	5000
type	consumes
img	consumes_harpy
range	1
detail	Feather from Madwing the bird monster

name	フェニックスの羽
displayName	Phoenix Feather
price	390000
type	consumes
img	consumes_phoenix
range	1
detail	Seven-colored feather said to belong to the phoenix.

name	ドライアドの霊薬
displayName	Dryad Elixir
price	250000
type	consumes
img	other_liquid_green
range	1
detail	A very rare medicine made from a concoction of forest spirit scales that relieves the symptoms of serious illness.

name	ふっくらパン
displayName	Bread
rank	2
price	120
type	food
img	food_bread
range	1
life	30
toGuest	true
detail	Fluffy baked bread. Recovers a little HP.

name	はちみつパン
displayName	Honey Bread
rank	3
price	290
type	food
img	food_sweetbread
range	1
life	100
toGuest	true
detail	Sweet bread with honey inside and sprinkled with sugar. Recovers a little HP.

name	りんご
displayName	Apple
rank	5
price	480
type	food
img	food_apple
range	1
life	160
toGuest	true
detail	Juicy apple, a regional specialty. Recovers HP.

name	青りんご
displayName	Green Apple
rank	5
price	1280
type	food
img	food_greenapple
range	1
life	340
toGuest	true
detail	High-grade green apple with a fresh taste. Greatly recovers HP.

name	チーズ
displayName	Cheese
rank	10
price	2480
type	food
img	food_cheese
range	1
life	530
toGuest	true
detail	Nutritious cheese, the town's specialty. Greatly recovers HP.

name	カマンベール
displayName	Camembert
rank	14
price	4980
type	food
img	food_camembert
range	1
life	1080
toGuest	true
detail	Soft and rich tasting cheese. Greatly recovers HP.

name	ポーション
displayName	Potion
rank	7
price	880
type	drink
img	drink_blue_s
range	1
life	240
toGuest	true
detail	Restores HP. Treats fear and confusion. Sedative effect.

name	ハイポーション
displayName	High Potion
rank	14
price	4980
type	drink
img	drink_blue
range	1
life	720
toGuest	true
detail	Significantly restores HP. Treats fear and confusion. Sedative effect.

name	エーテル
displayName	Ether
rank	29
price	79800
type	drink
img	drink_green_s
range	1
magic	1
detail	Restores 1 MP.

name	ハイエーテル
displayName	High Ether
rank	50
price	980000
type	drink
img	drink_green
range	1
magic	5
detail	Restores 5 MP.

name	眠気ざまし
displayName	Sleep Remedy
rank	8
price	1000
type	drink
img	drink_cyan_s
range	1
sleep	-10
detail	Relieves fatigue by 10. Has a calming effect.

name	強力眠気ざまし
displayName	Sleep Remedy+
rank	18
price	18000
type	drink
img	drink_cyan
range	1
sleep	-50
detail	Relieves fatigue by 50. Has a distracting effect.

name	麻痺治療薬
displayName	Paralysis Remedy
rank	3
price	550
type	drink
img	drink_yellow
range	1
toGuest	true
detail	Cures paralysis

name	石化解除薬
displayName	Petrification Cure
rank	9
price	2600
type	drink
img	drink_white
range	1
toGuest	true
detail	Treats petrification

name	特効薬
displayName	Panacea
rank	21
price	29800
type	drink
img	drink_red
range	1
toGuest	true
detail	Cures all conditions and restores all HP.

name	武芸の秘薬
displayName	Strength Elixir
rank	26
price	50000
type	drink
img	drink_orange
range	1
power	1
detail	Strength is increased by 1.

name	知恵の秘薬
displayName	Intelligence Elixir
rank	26
price	50000
type	drink
img	drink_orange
range	1
intellect	1
detail	Intelligence is increased by 1.

name	信仰心の秘薬
displayName	Faith Elixir 
rank	26
price	50000
type	drink
img	drink_orange
range	1
piety	1
detail	Faith is increased by 1.

name	生命力の秘薬
displayName	Vitality Elixir
rank	26
price	50000
type	drink
img	drink_orange
range	1
vitality	1
detail	Vitality is increased by 1.

name	敏捷性の秘薬
displayName	Speed Elixir
rank	26
price	50000
type	drink
img	drink_orange
range	1
speed	1
detail	Speed is increased by 1.

name	運の秘薬
displayName	Luck Elixir
rank	26
price	50000
type	drink
img	drink_orange
range	1
luck	1
detail	Luck is increased by 1.

name	精力剤
displayName	Aphrodisiac Tonic
rank	15
price	9600
type	drink
img	drink_lavender
range	1
life	660
heat	50
toGuest	true
detail	Greatly restores HP, but increases lust by 50.

name	男の秘薬
displayName	Men's Secret Medicine
rank	25
price	41700
type	drink
img	drink_pink
range	1
detail	For men. Increases the sexual attractiveness of the person who uses it.

name	女の秘薬
displayName	Women's Secret Medicine
rank	23
price	38400
type	drink
img	drink_pink
range	1
detail	For women. Increases the sexual attractiveness of the person who uses it.

name	修理の巻物
displayName	Repair Scroll
rank	19
price	23000
type	scroll
img	scroll_beige
scene	camp
cmdParam	リペア
detail	Repairs broken items (use from item screen).

name	鑑定の巻物
displayName	Appraise Scroll 
rank	19
price	21000
type	scroll
img	scroll_beige
scene	camp
cmdParam	アナライズ
detail	Appraises unknown items (use from item screen).

name	解呪の巻物
displayName	Destroy Curse Scroll
rank	18
price	19600
type	scroll
img	scroll_beige
scene	camp
cmdParam	リムーブカース
detail	Destroys cursed items (use from item screen).

name	解呪の巻物・改
displayName	Dispel Curse Scroll
rank	33
price	100000
type	scroll
img	scroll_beige
cmdParam	リムーブカース
detail	Unequips cursed items without destroying them (use from item screen).

name	マインドリードの巻物
displayName	Mind Read Scroll
rank	14
price	6000
type	scroll
img	scroll_brown
cmdParam	マインドリード
detail	Read the minds of NPCs

name	スリープの巻物
displayName	Sleep Scroll
rank	4
price	400
type	scroll
img	scroll_brown
cmdParam	スリープ

name	フリーズの巻物
displayName	Freeze Scroll
rank	5
price	600
type	scroll
img	scroll_brown
cmdParam	フリーズ

name	ファイアリングの巻物
displayName	Fire Ring Scroll
rank	9
price	2100
type	scroll
img	scroll_brown
cmdParam	ファイアリング

name	ウィザードアイの巻物
displayName	Magic Map Scroll
rank	12
price	3200
type	scroll
img	scroll_brown
cmdParam	ウィザードアイ

name	ブリザードの巻物
displayName	Blizzard Scroll
rank	12
price	3200
type	scroll
img	scroll_brown
cmdParam	ブリザード

name	サンダーバーストの巻物
displayName	Thunderburst Scroll
rank	15
price	7500
type	scroll
img	scroll_brown
cmdParam	サンダーバースト

name	レビテイトの巻物
displayName	Levitate Scroll
rank	13
price	4500
type	scroll
img	scroll_brown
cmdParam	レビテイト

name	イレースマジックの巻物
displayName	Erase Magic Scroll
rank	15
price	7400
type	scroll
img	scroll_brown
attrib	消去
bootTrap	true
cmdParam	イレースマジック

name	アクセラレートの巻物
displayName	Flurry Scroll
rank	15
price	9800
type	scroll
img	scroll_brown
cmdParam	アクセラレート

name	ファイアストームの巻物
displayName	Firestorm Scroll
rank	15
price	11500
type	scroll
img	scroll_brown
cmdParam	ファイアストーム

name	アイスブラストの巻物
displayName	Ice Blast Scroll
rank	18
price	18000
type	scroll
img	scroll_brown
cmdParam	アイスブラスト

name	アースクエイクの巻物
displayName	Earthquake Scroll
rank	18
price	19500
type	scroll
img	scroll_brown
cmdParam	アースクエイク

name	インフェルノの巻物
displayName	Inferno Scroll
rank	21
price	31000
type	scroll
img	scroll_brown
cmdParam	インフェルノ

name	ワープの巻物
displayName	Warp Scroll
rank	25
price	42000
type	scroll
img	scroll_brown
attrib	ワープ
bootTrap	true
cmdParam	ワープ

name	メイルシュトロームの巻物
displayName	Maelstrom Scroll
rank	26
price	56000
type	scroll
img	scroll_brown
cmdParam	メイルシュトローム

name	ライトボールの巻物
displayName	Light Ball Scroll
rank	4
price	400
type	scroll
img	scroll_purple
cmdParam	ライトボール

name	サイレンスの巻物
displayName	Silence Scroll
rank	4
price	800
type	scroll
img	scroll_purple
cmdParam	サイレンス

name	マジックバリアの巻物
displayName	Barrier Scroll
rank	8
price	2000
type	scroll
img	scroll_purple
cmdParam	マジックバリア

name	プロテクションの巻物
displayName	Protection Scroll
rank	14
price	4950
type	scroll
img	scroll_purple
cmdParam	プロテクション

name	パワーガードの巻物
displayName	Power Guard Scroll
rank	14
price	5200
type	scroll
img	scroll_purple
cmdParam	パワーガード

name	マルチヒールの巻物
displayName	Multi Heal Scroll
rank	15
price	12500
type	scroll
img	scroll_purple
cmdParam	マルチヒール

name	ライトストリームの巻物
displayName	Light Stream Scroll
rank	17
price	16400
type	scroll
img	scroll_purple
cmdParam	ライトストリーム

name	ターンデビルの巻物
displayName	Banish Devil Scroll
rank	16
price	14500
type	scroll
img	scroll_purple
cmdParam	ターンデビル

name	デスクラウドの巻物
displayName	Deathcloud Scroll
rank	20
price	24500
type	scroll
img	scroll_purple
cmdParam	デスクラウド

name	ディバインレイの巻物
displayName	Divine Ray Scroll
rank	27
price	66000
type	scroll
img	scroll_purple
cmdParam	ディバインレイ

name	リターンの巻物
displayName	Return Scroll
rank	40
price	64000
type	scroll
img	scroll_purple
cmdParam	リターン

name	グランドヒールの巻物
displayName	Heal All Scroll
rank	33
price	145000
type	scroll
img	scroll_purple
cmdParam	グランドヒール

name	アシッドの巻物
displayName	Acid Scroll
rank	4
price	400
type	scroll
img	scroll_beige
cmdParam	アシッド

name	メタルバレットの巻物
displayName	Metal Bullet Scroll
rank	8
price	900
type	scroll
img	scroll_beige
cmdParam	メタルバレット

name	ジャンプの巻物
displayName	Jump Scroll
